"ELECTION_DATE","ELECTION_NAME","CONTEST_ID","CONTEST_NAME","PRECINCT_NUMBER","WARD","CANDIDATE","PARTY","VOTES"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","40","1","ARKAN HAILE","NOP","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","40","1","JOSHUA LOPEZ","DEM","63"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","40","1","PATRICK MARA","REP","173"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","40","1","SEKOU BIDDLE","DEM","147"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","40","1","TOM BROWN","DEM","14"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","40","1","VINCENT ORANGE","DEM","53"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","40","1","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","41","1","TOTAL REGISTERED VOTERS","","4109"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","41","1","TOTAL BALLOTS CAST","","378"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","ALAN PAGE","GRN","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","BRYAN WEAVER","DEM","127"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","JOSHUA LOPEZ","DEM","34"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","PATRICK MARA","REP","67"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","SEKOU BIDDLE","DEM","67"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","VINCENT ORANGE","DEM","72"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","41","1","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","42","1","TOTAL REGISTERED VOTERS","","2198"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","42","1","TOTAL BALLOTS CAST","","238"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","ALAN PAGE","GRN","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","BRYAN WEAVER","DEM","70"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","JOSHUA LOPEZ","DEM","28"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","PATRICK MARA","REP","40"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","SEKOU BIDDLE","DEM","47"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","TOM BROWN","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","VINCENT ORANGE","DEM","44"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","42","1","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","43","1","TOTAL REGISTERED VOTERS","","1980"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","43","1","TOTAL BALLOTS CAST","","194"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","ALAN PAGE","GRN","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","DOROTHY DOUGLAS","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","BRYAN WEAVER","DEM","28"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","JOSHUA LOPEZ","DEM","34"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","PATRICK MARA","REP","30"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","SEKOU BIDDLE","DEM","35"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","TOM BROWN","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","VINCENT ORANGE","DEM","61"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","43","1","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","44","5","TOTAL REGISTERED VOTERS","","3814"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","44","5","TOTAL BALLOTS CAST","","259"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","ALAN PAGE","GRN","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","DOROTHY DOUGLAS","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","BRYAN WEAVER","DEM","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","JOSHUA LOPEZ","DEM","17"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","PATRICK MARA","REP","26"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","SEKOU BIDDLE","DEM","52"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","TOM BROWN","DEM","16"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","VINCENT ORANGE","DEM","123"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","44","5","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","45","4","TOTAL REGISTERED VOTERS","","2777"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","45","4","TOTAL BALLOTS CAST","","292"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","ALAN PAGE","GRN","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","DOROTHY DOUGLAS","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","BRYAN WEAVER","DEM","52"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","JOSHUA LOPEZ","DEM","36"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","PATRICK MARA","REP","29"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","SEKOU BIDDLE","DEM","54"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","TOM BROWN","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","VINCENT ORANGE","DEM","100"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","45","4","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","45","4","ANDREW MOSS","NON","80"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","45","4","D. KAMILI ANDERSON","NON","77"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","45","4","BILL QUIRK","NON","52"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","45","4","AN ALMQUIST","NON","27"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","45","4","WRITE-IN","NON","12"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","46","4","TOTAL REGISTERED VOTERS","","3790"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","46","4","TOTAL BALLOTS CAST","","343"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","DOROTHY DOUGLAS","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","BRYAN WEAVER","DEM","41"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","ARKAN HAILE","NOP","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","JOSHUA LOPEZ","DEM","44"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","PATRICK MARA","REP","25"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","SEKOU BIDDLE","DEM","72"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","TOM BROWN","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","VINCENT ORANGE","DEM","143"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","46","4","WRITE-IN","NON","3"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","46","4","ANDREW MOSS","NON","132"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","46","4","D. KAMILI ANDERSON","NON","90"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","46","4","BILL QUIRK","NON","66"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","46","4","AN ALMQUIST","NON","16"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","46","4","WRITE-IN","NON","6"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","47","4","TOTAL REGISTERED VOTERS","","3790"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","47","4","TOTAL BALLOTS CAST","","411"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","ALAN PAGE","GRN","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","DOROTHY DOUGLAS","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","BRYAN WEAVER","DEM","53"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","JOSHUA LOPEZ","DEM","57"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","PATRICK MARA","REP","64"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","SEKOU BIDDLE","DEM","90"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","VINCENT ORANGE","DEM","128"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","47","4","WRITE-IN","NON","3"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","47","4","ANDREW MOSS","NON","126"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","47","4","D. KAMILI ANDERSON","NON","130"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","47","4","BILL QUIRK","NON","57"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","47","4","AN ALMQUIST","NON","27"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","47","4","WRITE-IN","NON","13"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","48","4","TOTAL REGISTERED VOTERS","","3608"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","48","4","TOTAL BALLOTS CAST","","476"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","ALAN PAGE","GRN","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","DOROTHY DOUGLAS","DEM","4"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","BRYAN WEAVER","DEM","34"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","JOSHUA LOPEZ","DEM","49"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","PATRICK MARA","REP","56"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","SEKOU BIDDLE","DEM","120"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","TOM BROWN","DEM","9"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","VINCENT ORANGE","DEM","194"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","48","4","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","48","4","ANDREW MOSS","NON","39"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","48","4","D. KAMILI ANDERSON","NON","50"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","48","4","BILL QUIRK","NON","13"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","48","4","AN ALMQUIST","NON","19"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","48","4","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","49","4","TOTAL REGISTERED VOTERS","","1067"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","49","4","TOTAL BALLOTS CAST","","108"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","DOROTHY DOUGLAS","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","BRYAN WEAVER","DEM","29"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","JOSHUA LOPEZ","DEM","20"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","PATRICK MARA","REP","11"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","SEKOU BIDDLE","DEM","15"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","TOM BROWN","DEM","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","VINCENT ORANGE","DEM","31"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","49","4","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","49","4","ANDREW MOSS","NON","27"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","49","4","D. KAMILI ANDERSON","NON","33"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","49","4","BILL QUIRK","NON","9"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","49","4","AN ALMQUIST","NON","11"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","49","4","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","50","3","TOTAL REGISTERED VOTERS","","2917"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","50","3","TOTAL BALLOTS CAST","","567"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","ALAN PAGE","GRN","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","BRYAN WEAVER","DEM","66"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","ARKAN HAILE","NOP","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","JOSHUA LOPEZ","DEM","36"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","PATRICK MARA","REP","192"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","SEKOU BIDDLE","DEM","230"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","TOM BROWN","DEM","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","VINCENT ORANGE","DEM","32"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","50","3","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","51","4","TOTAL REGISTERED VOTERS","","4518"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","51","4","TOTAL BALLOTS CAST","","1078"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","ALAN PAGE","GRN","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","DOROTHY DOUGLAS","DEM","7"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","BRYAN WEAVER","DEM","63"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","JOSHUA LOPEZ","DEM","65"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","PATRICK MARA","REP","421"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","SEKOU BIDDLE","DEM","416"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","TOM BROWN","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","VINCENT ORANGE","DEM","89"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","51","4","WRITE-IN","NON","3"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","51","4","ANDREW MOSS","NON","223"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","51","4","D. KAMILI ANDERSON","NON","299"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","51","4","BILL QUIRK","NON","171"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","51","4","AN ALMQUIST","NON","152"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","51","4","WRITE-IN","NON","17"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","52","4","TOTAL REGISTERED VOTERS","","1810"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","52","4","TOTAL BALLOTS CAST","","378"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","ALAN PAGE","GRN","1"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","DOROTHY DOUGLAS","DEM","3"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","BRYAN WEAVER","DEM","16"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","JOSHUA LOPEZ","DEM","39"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","PATRICK MARA","REP","148"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","SEKOU BIDDLE","DEM","125"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","VINCENT ORANGE","DEM","41"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","52","4","WRITE-IN","NON","2"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","52","4","ANDREW MOSS","NON","40"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","52","4","D. KAMILI ANDERSON","NON","68"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","52","4","BILL QUIRK","NON","16"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","52","4","AN ALMQUIST","NON","13"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","52","4","WRITE-IN","NON","5"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","53","4","TOTAL REGISTERED VOTERS","","1589"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","53","4","TOTAL BALLOTS CAST","","213"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","ALAN PAGE","GRN","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","DOROTHY DOUGLAS","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","BRYAN WEAVER","DEM","10"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","JOSHUA LOPEZ","DEM","16"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","PATRICK MARA","REP","33"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","SEKOU BIDDLE","DEM","57"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","TOM BROWN","DEM","2"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","VINCENT ORANGE","DEM","85"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","53","4","WRITE-IN","NON","0"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","53","4","ANDREW MOSS","NON","18"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","53","4","D. KAMILI ANDERSON","NON","27"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","53","4","BILL QUIRK","NON","5"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","53","4","AN ALMQUIST","NON","5"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","53","4","WRITE-IN","NON","1"
"4/26/2011","D.C. Special Election","101","TOTAL REGISTERED VOTERS","54","4","TOTAL REGISTERED VOTERS","","3054"
"4/26/2011","D.C. Special Election","102","TOTAL BALLOTS CAST","54","4","TOTAL BALLOTS CAST","","375"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","ALAN PAGE","GRN","8"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","DOROTHY DOUGLAS","DEM","5"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","BRYAN WEAVER","DEM","25"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","ARKAN HAILE","NOP","0"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","JOSHUA LOPEZ","DEM","65"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","PATRICK MARA","REP","22"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","SEKOU BIDDLE","DEM","104"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","TOM BROWN","DEM","6"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","VINCENT ORANGE","DEM","135"
"4/26/2011","D.C. Special Election","103","AT - LARGE MEMBER OF THE COUNCIL","54","4","WRITE-IN","NON","4"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","54","4","ANDREW MOSS","NON","117"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","54","4","D. KAMILI ANDERSON","NON","134"
"4/26/2011","D.C. Special Election","104","MEMBER STATE BOARD OF EDUCATION WARD FOUR","54","4","BILL QUIRK","NON","18"
