"ELECTION_DATE","ELECTION_NAME","CONTEST_ID","CONTEST_NAME","PRECINCT_NUMBER","WARD","CANDIDATE","PARTY","VOTES"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","Douglass Sloan","DEM","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","Pedro Rubio, Jr.","DEM","0"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","Renee L. Bowser","DEM","83"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","Leon T. Andrews, Jr.","DEM","75"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","Edwin W. Powell","DEM","7"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","Judi Jones","DEM","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","Bobvala Tengen","DEM","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","Dwayne M. Toliver","DEM","27"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","Gwenellen Corley-Bowman","DEM","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","WRITE-IN","NON","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","OVER VOTES","","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","58","4","UNDER VOTES","","2"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","59","4","REGISTERED VOTERS - TOTAL","","3117"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","59","4","BALLOTS CAST - TOTAL","","591"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Brandon Todd","DEM","194"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Ron Austin","DEM","36"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Glova Scott","IND","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Acqunetta Anderson","DEM","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Douglass Sloan","DEM","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Pedro Rubio, Jr.","DEM","4"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Renee L. Bowser","DEM","155"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Leon T. Andrews, Jr.","DEM","100"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Edwin W. Powell","DEM","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Judi Jones","DEM","8"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Bobvala Tengen","DEM","31"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Dwayne M. Toliver","DEM","45"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","Gwenellen Corley-Bowman","DEM","4"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","WRITE-IN","NON","4"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","OVER VOTES","","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","59","4","UNDER VOTES","","2"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","60","4","REGISTERED VOTERS - TOTAL","","2948"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","60","4","BALLOTS CAST - TOTAL","","330"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Brandon Todd","DEM","149"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Ron Austin","DEM","7"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Glova Scott","IND","4"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Acqunetta Anderson","DEM","6"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Douglass Sloan","DEM","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Pedro Rubio, Jr.","DEM","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Renee L. Bowser","DEM","58"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Leon T. Andrews, Jr.","DEM","58"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Edwin W. Powell","DEM","5"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Judi Jones","DEM","5"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Bobvala Tengen","DEM","0"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Dwayne M. Toliver","DEM","32"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","Gwenellen Corley-Bowman","DEM","0"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","WRITE-IN","NON","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","60","4","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","61","4","REGISTERED VOTERS - TOTAL","","1943"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","61","4","BALLOTS CAST - TOTAL","","412"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Brandon Todd","DEM","192"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Ron Austin","DEM","9"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Glova Scott","IND","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Acqunetta Anderson","DEM","9"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Douglass Sloan","DEM","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Pedro Rubio, Jr.","DEM","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Renee L. Bowser","DEM","82"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Leon T. Andrews, Jr.","DEM","60"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Edwin W. Powell","DEM","6"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Judi Jones","DEM","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Bobvala Tengen","DEM","4"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Dwayne M. Toliver","DEM","39"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","Gwenellen Corley-Bowman","DEM","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","WRITE-IN","NON","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","61","4","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","62","4","REGISTERED VOTERS - TOTAL","","3647"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","62","4","BALLOTS CAST - TOTAL","","1305"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Brandon Todd","DEM","442"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Ron Austin","DEM","6"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Glova Scott","IND","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Acqunetta Anderson","DEM","54"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Douglass Sloan","DEM","7"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Pedro Rubio, Jr.","DEM","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Renee L. Bowser","DEM","144"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Leon T. Andrews, Jr.","DEM","104"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Edwin W. Powell","DEM","27"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Judi Jones","DEM","6"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Bobvala Tengen","DEM","7"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Dwayne M. Toliver","DEM","497"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","Gwenellen Corley-Bowman","DEM","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","WRITE-IN","NON","4"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","62","4","UNDER VOTES","","4"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","63","4","REGISTERED VOTERS - TOTAL","","4336"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","63","4","BALLOTS CAST - TOTAL","","843"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Brandon Todd","DEM","323"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Ron Austin","DEM","21"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Glova Scott","IND","7"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Acqunetta Anderson","DEM","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Douglass Sloan","DEM","0"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Pedro Rubio, Jr.","DEM","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Renee L. Bowser","DEM","243"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Leon T. Andrews, Jr.","DEM","121"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Edwin W. Powell","DEM","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Judi Jones","DEM","29"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Bobvala Tengen","DEM","12"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Dwayne M. Toliver","DEM","73"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","Gwenellen Corley-Bowman","DEM","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","WRITE-IN","NON","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","63","4","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","64","4","REGISTERED VOTERS - TOTAL","","2639"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","64","4","BALLOTS CAST - TOTAL","","582"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Brandon Todd","DEM","273"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Ron Austin","DEM","21"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Glova Scott","IND","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Acqunetta Anderson","DEM","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Douglass Sloan","DEM","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Pedro Rubio, Jr.","DEM","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Renee L. Bowser","DEM","131"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Leon T. Andrews, Jr.","DEM","74"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Edwin W. Powell","DEM","6"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Judi Jones","DEM","38"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Bobvala Tengen","DEM","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Dwayne M. Toliver","DEM","20"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","Gwenellen Corley-Bowman","DEM","5"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","WRITE-IN","NON","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","64","4","UNDER VOTES","","2"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","65","4","REGISTERED VOTERS - TOTAL","","2900"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","65","4","BALLOTS CAST - TOTAL","","577"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Brandon Todd","DEM","305"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Ron Austin","DEM","18"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Glova Scott","IND","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Acqunetta Anderson","DEM","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Douglass Sloan","DEM","12"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Pedro Rubio, Jr.","DEM","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Renee L. Bowser","DEM","123"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Leon T. Andrews, Jr.","DEM","70"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Edwin W. Powell","DEM","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Judi Jones","DEM","10"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Bobvala Tengen","DEM","6"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Dwayne M. Toliver","DEM","17"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","Gwenellen Corley-Bowman","DEM","3"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","WRITE-IN","NON","1"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","OVER VOTES","","2"
"4/28/2015","D.C. Special Election","103","MEMBER OF THE COUNCIL WARD FOUR","65","4","UNDER VOTES","","3"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","112","8","REGISTERED VOTERS - TOTAL","","2418"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","112","8","BALLOTS CAST - TOTAL","","397"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Greta Fuller","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","LaRuby May","DEM","112"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Leonard Watson, Sr.","DEM","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Natalie Williams","DEM","47"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Sheila Bunn","DEM","51"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","""S.S."" Sandra Seegars","DEM","5"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Marion C. Barry","DEM","31"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Keita Vanterpool","IND","14"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Eugene D. Kinlow","DEM","76"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Jauhar Abraham","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Anthony Muhammad","DEM","4"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","Trayon ""WardEight"" White","DEM","49"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","WRITE-IN","NON","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","112","8","UNDER VOTES","","2"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","114","8","REGISTERED VOTERS - TOTAL","","3728"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","114","8","BALLOTS CAST - TOTAL","","525"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Greta Fuller","DEM","66"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","LaRuby May","DEM","157"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Leonard Watson, Sr.","DEM","11"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Natalie Williams","DEM","41"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Stuart Anderson","DEM","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Sheila Bunn","DEM","54"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","""S.S."" Sandra Seegars","DEM","13"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Marion C. Barry","DEM","49"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Keita Vanterpool","IND","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Eugene D. Kinlow","DEM","34"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Jauhar Abraham","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Anthony Muhammad","DEM","7"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","Trayon ""WardEight"" White","DEM","87"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","WRITE-IN","NON","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","114","8","UNDER VOTES","","0"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","115","8","REGISTERED VOTERS - TOTAL","","3422"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","115","8","BALLOTS CAST - TOTAL","","352"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Greta Fuller","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","LaRuby May","DEM","133"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Leonard Watson, Sr.","DEM","9"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Natalie Williams","DEM","30"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Sheila Bunn","DEM","36"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","""S.S."" Sandra Seegars","DEM","10"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Marion C. Barry","DEM","21"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Keita Vanterpool","IND","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Eugene D. Kinlow","DEM","16"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Jauhar Abraham","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Anthony Muhammad","DEM","8"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","Trayon ""WardEight"" White","DEM","88"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","WRITE-IN","NON","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","OVER VOTES","","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","115","8","UNDER VOTES","","0"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","116","8","REGISTERED VOTERS - TOTAL","","4477"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","116","8","BALLOTS CAST - TOTAL","","466"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Greta Fuller","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","LaRuby May","DEM","148"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Leonard Watson, Sr.","DEM","8"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Natalie Williams","DEM","33"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Sheila Bunn","DEM","39"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","""S.S."" Sandra Seegars","DEM","13"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Marion C. Barry","DEM","45"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Keita Vanterpool","IND","2"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Eugene D. Kinlow","DEM","27"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Jauhar Abraham","DEM","3"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Anthony Muhammad","DEM","13"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","Trayon ""WardEight"" White","DEM","133"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","WRITE-IN","NON","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","OVER VOTES","","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","116","8","UNDER VOTES","","1"
"4/28/2015","D.C. Special Election","101","REGISTERED VOTERS - TOTAL","117","8","REGISTERED VOTERS - TOTAL","","2240"
"4/28/2015","D.C. Special Election","102","BALLOTS CAST - TOTAL","117","8","BALLOTS CAST - TOTAL","","323"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Greta Fuller","DEM","1"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","LaRuby May","DEM","98"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Leonard Watson, Sr.","DEM","10"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Natalie Williams","DEM","29"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Stuart Anderson","DEM","0"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Sheila Bunn","DEM","19"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","""S.S."" Sandra Seegars","DEM","17"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Marion C. Barry","DEM","20"
"4/28/2015","D.C. Special Election","104","MEMBER OF THE COUNCIL WARD EIGHT","117","8","Keita Vanterpool","IND","0"
